"UMean [m/s]:0","UMean [m/s]:1","UMean [m/s]:2","boundaryT [K]","boundaryU [m/s]:0","boundaryU [m/s]:1","boundaryU [m/s]:2","dsmcRhoN [1/m3]","dsmcRhoNMean [1/m3]","dsmcSigmaTcRMax [m3/s]","fD [Pa]:0","fD [Pa]:1","fD [Pa]:2","fDMean [Pa]:0","fDMean [Pa]:1","fDMean [Pa]:2","iDof [1/m3]","iDofMean [1/m3]","internalE [Pa]","internalEMean [Pa]","internalT [kg m2/s2]","linearKE [Pa]","linearKEMean [Pa]","momentum [kg/(m2 s)]:0","momentum [kg/(m2 s)]:1","momentum [kg/(m2 s)]:2","momentumMean [kg/(m2 s)]:0","momentumMean [kg/(m2 s)]:1","momentumMean [kg/(m2 s)]:2","overallT [kg m2/s2]","q [kg/s3]","qMean [kg/s3]","rhoM [kg/m3]","rhoMMean [kg/m3]","rhoN [1/m3]","rhoNMean [1/m3]","translationalT [kg m2/s2]","p [Pa]","Points:0","Points:1","Points:2"
265.47,-9.1335,-0.048443,295,250,0,0,22.5,24.59,2.9807e-16,0,0,0,0,0,0,0,0,0,0,0,0.00077075,0.00083809,1.7757e-06,-5.6684e-08,3.4655e-08,1.7312e-06,-5.9559e-08,-3.1425e-10,298.48,0,0,5.967e-09,6.5213e-09,9e+16,9.8361e+16,298.48,0.00040534,0.115,0.0615,0
265.19,-9.4236,0.40311,295,250,0,0,24,24.588,3.0889e-16,0,0,0,0,0,0,0,0,0,0,0,0.00078947,0.00083738,1.487e-06,-7.5908e-08,3.7271e-07,1.7292e-06,-6.1449e-08,2.6354e-09,298.4,0,0,6.3648e-09,6.5208e-09,9.6e+16,9.8353e+16,298.4,0.0004052,0.115,0.06175,0
265.33,-9.3262,0.33144,295,250,0,0,25.5,24.618,3.4801e-16,0,0,0,0,0,0,0,0,0,0,0,0.00094652,0.00083855,1.8196e-06,1.2478e-07,1.6329e-07,1.7322e-06,-6.0888e-08,2.1663e-09,298.37,0,0,6.7626e-09,6.5286e-09,1.02e+17,9.847e+16,298.37,0.00040564,0.115,0.062,0
266.25,-9.4374,-0.018097,295,250,0,0,24.5,24.522,3.3673e-16,0,0,0,0,0,0,0,0,0,0,0,0.00093653,0.0008355,1.7205e-06,1.8572e-07,-2.2543e-08,1.7314e-06,-6.1367e-08,-1.2441e-10,297.69,0,0,6.4974e-09,6.5031e-09,9.8e+16,9.8086e+16,297.69,0.00040314,0.115,0.06225,0
266.39,-9.8562,0.38428,295,250,0,0,22,24.506,2.8558e-16,0,0,0,0,0,0,0,0,0,0,0,0.00064488,0.00083522,1.2225e-06,-1.1025e-07,-8.8201e-08,1.7312e-06,-6.4057e-08,2.499e-09,297.69,0,0,5.8344e-09,6.4989e-09,8.8e+16,9.8023e+16,297.69,0.00040288,0.115,0.0625,0
265.86,-9.8794,0.4841,295,250,0,0,25.5,24.581,2.9306e-16,0,0,0,0,0,0,0,0,0,0,0,0.00079668,0.00083763,1.7127e-06,-1.8825e-07,-4.1434e-07,1.7331e-06,-6.4403e-08,3.1558e-09,298.05,0,0,6.7626e-09,6.5189e-09,1.02e+17,9.8325e+16,298.05,0.00040461,0.115,0.06275,0
265.85,-9.6229,0.27261,295,250,0,0,32,24.562,3.6146e-16,0,0,0,0,0,0,0,0,0,0,0,0.0011223,0.00083765,2.1519e-06,-9.0355e-09,-4.2095e-07,1.7317e-06,-6.2683e-08,1.7774e-09,298.41,0,0,8.4864e-09,6.5138e-09,1.28e+17,9.8248e+16,298.41,0.00040478,0.115,0.063,0
266.56,-9.7761,0.11601,295,250,0,0,27.5,24.581,3.4772e-16,0,0,0,0,0,0,0,0,0,0,0,0.00098918,0.0008405,1.727e-06,1.915e-07,-1.1362e-07,1.7377e-06,-6.3732e-08,7.5705e-10,298.88,0,0,7.293e-09,6.5189e-09,1.1e+17,9.8324e+16,298.88,0.00040573,0.115,0.06325,0
266.21,-10.051,0.062558,295,250,0,0,27,24.674,3.4899e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010352,0.00084271,2.0119e-06,4.8545e-08,-9.594e-08,1.7419e-06,-6.5767e-08,4.0796e-10,298.7,0,0,7.1604e-09,6.5435e-09,1.08e+17,9.8695e+16,298.7,0.00040701,0.115,0.0635,0
265.32,-10.04,0.18497,295,250,0,0,25.5,24.668,3.6027e-16,0,0,0,0,0,0,0,0,0,0,0,0.00086317,0.00083932,1.9784e-06,-5.8693e-08,-7.0945e-08,1.7357e-06,-6.568e-08,1.2069e-09,297.89,0,0,6.7626e-09,6.542e-09,1.02e+17,9.8673e+16,297.89,0.00040583,0.115,0.06375,0
264.79,-10.188,0.36576,295,250,0,0,24,24.672,3.381e-16,0,0,0,0,0,0,0,0,0,0,0,0.00094193,0.00083874,2.2065e-06,2.453e-07,-1.2302e-07,1.7325e-06,-6.6662e-08,2.3924e-09,297.98,0,0,6.3648e-09,6.5431e-09,9.6e+16,9.8689e+16,297.98,0.00040601,0.115,0.064,0
264.8,-10.122,-0.25381,295,250,0,0,28,24.637,3.8362e-16,0,0,0,0,0,0,0,0,0,0,0,0.0012112,0.00083872,2.4349e-06,2.1445e-07,2.4246e-07,1.7301e-06,-6.614e-08,-1.6448e-09,298.56,0,0,7.4256e-09,6.5336e-09,1.12e+17,9.8546e+16,298.56,0.00040621,0.115,0.06425,0
265.46,-9.8146,-0.34965,295,250,0,0,27,24.595,3.8409e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010144,0.00083789,2.0785e-06,4.6424e-08,4.3778e-07,1.7315e-06,-6.4015e-08,-2.2746e-09,298.3,0,0,7.1604e-09,6.5225e-09,1.08e+17,9.8379e+16,298.3,0.00040517,0.115,0.0645,0
265.79,-10.032,-0.063422,295,250,0,0,21.5,24.647,3.8219e-16,0,0,0,0,0,0,0,0,0,0,0,0.00078138,0.00084008,1.6733e-06,1.9671e-07,5.0219e-08,1.7374e-06,-6.5572e-08,-4.1475e-10,298.2,0,0,5.7018e-09,6.5365e-09,8.6e+16,9.859e+16,298.2,0.00040591,0.115,0.06475,0
265.98,-10.5,0.12181,295,250,0,0,19,24.641,3.7411e-16,0,0,0,0,0,0,0,0,0,0,0,0.0006348,0.00084061,1.2524e-06,-2.8569e-08,-1.9149e-07,1.7381e-06,-6.8616e-08,7.95e-10,298.39,0,0,5.0388e-09,6.5349e-09,7.6e+16,9.8565e+16,298.39,0.00040606,0.115,0.065,0
266.07,-10.707,-0.46962,295,250,0,0,29,24.655,3.5096e-16,0,0,0,0,0,0,0,0,0,0,0,0.00083113,0.00084169,1.8372e-06,-9.7612e-08,1.2547e-07,1.7397e-06,-7.001e-08,-3.0768e-09,298.6,0,0,7.6908e-09,6.5386e-09,1.16e+17,9.8622e+16,298.6,0.00040658,0.115,0.06525,0
266.26,-10.36,-1.1724,295,250,0,0,27.5,24.598,3.4581e-16,0,0,0,0,0,0,0,0,0,0,0,0.00073139,0.00084067,1.6323e-06,2.8562e-07,5.4553e-07,1.7369e-06,-6.7592e-08,-7.6533e-09,298.91,0,0,7.293e-09,6.5233e-09,1.1e+17,9.839e+16,298.91,0.00040605,0.115,0.0655,0
266.52,-10.087,-0.98538,295,250,0,0,21,24.532,3.4467e-16,0,0,0,0,0,0,0,0,0,0,0,0.00065444,0.00083843,1.2025e-06,1.3784e-07,6.7776e-08,1.734e-06,-6.5627e-08,-6.4112e-09,298.7,0,0,5.5692e-09,6.506e-09,8.4e+16,9.813e+16,298.7,0.00040469,0.115,0.06575,0
266.41,-10.213,-0.66472,295,250,0,0,20.5,24.573,3.2033e-16,0,0,0,0,0,0,0,0,0,0,0,0.00073646,0.00083926,1.5782e-06,-2.768e-07,-1.9221e-07,1.7361e-06,-6.6557e-08,-4.3294e-09,298.52,0,0,5.4366e-09,6.5168e-09,8.2e+16,9.8292e+16,298.52,0.00040511,0.115,0.066,0
266.23,-10.288,-0.43403,295,250,0,0,16,24.643,3.0996e-16,0,0,0,0,0,0,0,0,0,0,0,0.00057003,0.00084091,1.367e-06,-2.3599e-07,-1.293e-07,1.7399e-06,-6.7233e-08,-2.8384e-09,298.31,0,0,4.2432e-09,6.5353e-09,6.4e+16,9.8571e+16,298.31,0.00040597,0.115,0.06625,0
265.84,-10.255,-0.17458,295,250,0,0,21.5,24.733,3.2088e-16,0,0,0,0,0,0,0,0,0,0,0,0.00068098,0.00084305,1.432e-06,9.2298e-08,-4.0214e-08,1.7437e-06,-6.7261e-08,-1.1403e-09,298.19,0,0,5.7018e-09,6.5591e-09,8.6e+16,9.893e+16,298.19,0.00040729,0.115,0.0665,0
265.78,-10.014,0.3364,295,250,0,0,24,24.686,3.4397e-16,0,0,0,0,0,0,0,0,0,0,0,0.000771,0.00084122,1.6873e-06,1.8599e-07,7.6072e-08,1.74e-06,-6.5563e-08,2.2001e-09,298.12,0,0,6.3648e-09,6.5468e-09,9.6e+16,9.8745e+16,298.12,0.00040644,0.115,0.06675,0
266.1,-9.8815,0.35422,295,250,0,0,22.5,24.634,3.9201e-16,0,0,0,0,0,0,0,0,0,0,0,0.00081791,0.000839,1.708e-06,3.7149e-07,1.3085e-07,1.7384e-06,-6.4557e-08,2.3134e-09,297.64,0,0,5.967e-09,6.533e-09,9e+16,9.8537e+16,297.64,0.00040492,0.115,0.067,0
266.72,-9.8237,0.0445,295,250,0,0,27,24.618,3.6205e-16,0,0,0,0,0,0,0,0,0,0,0,0.00082526,0.00083946,1.8061e-06,3.1985e-07,2.0786e-10,1.7413e-06,-6.4136e-08,2.939e-10,297.62,0,0,7.1604e-09,6.5286e-09,1.08e+17,9.847e+16,297.62,0.00040462,0.115,0.06725,0
267.34,-9.8011,0.17652,295,250,0,0,23.5,24.514,3.2049e-16,0,0,0,0,0,0,0,0,0,0,0,0.00081842,0.00083725,1.6186e-06,1.3761e-07,-2.2669e-08,1.738e-06,-6.3717e-08,1.1428e-09,297.74,0,0,6.2322e-09,6.5011e-09,9.4e+16,9.8056e+16,297.74,0.00040308,0.115,0.0675,0
267.41,-9.88,0.22993,295,250,0,0,20.5,24.504,3.2071e-16,0,0,0,0,0,0,0,0,0,0,0,0.00090278,0.00083709,1.515e-06,3.121e-07,1.7732e-07,1.7378e-06,-6.4206e-08,1.491e-09,297.76,0,0,5.4366e-09,6.4985e-09,8.2e+16,9.8016e+16,297.76,0.00040295,0.115,0.06775,0
266.99,-9.9623,-0.14693,295,250,0,0,21,24.548,3.6517e-16,0,0,0,0,0,0,0,0,0,0,0,0.00089665,0.0008382,1.669e-06,-2.3957e-08,-1.5052e-07,1.7382e-06,-6.4856e-08,-9.5664e-10,297.92,0,0,5.5692e-09,6.5101e-09,8.4e+16,9.8192e+16,297.92,0.00040389,0.115,0.068,0
266.6,-9.5891,-0.079092,295,250,0,0,25.5,24.555,3.9533e-16,0,0,0,0,0,0,0,0,0,0,0,0.00078753,0.00083741,1.5969e-06,-2.0039e-07,-1.8321e-07,1.7361e-06,-6.2444e-08,-5.1497e-10,297.77,0,0,6.7626e-09,6.512e-09,1.02e+17,9.822e+16,297.77,0.00040379,0.115,0.06825,0
266.12,-9.4301,-0.36324,295,250,0,0,28,24.615,3.501e-16,0,0,0,0,0,0,0,0,0,0,0,0.00072419,0.00083754,1.7112e-06,1.1835e-07,-1.7074e-07,1.7372e-06,-6.1563e-08,-2.3776e-09,297.24,0,0,7.4256e-09,6.5279e-09,1.12e+17,9.846e+16,297.24,0.00040407,0.115,0.0685,0
265.65,-9.5791,-0.13891,295,250,0,0,29,24.623,3.6387e-16,0,0,0,0,0,0,0,0,0,0,0,0.00096457,0.00083707,2.304e-06,3.2969e-08,-3.4527e-07,1.7347e-06,-6.2554e-08,-9.1549e-10,297.26,0,0,7.6908e-09,6.5301e-09,1.16e+17,9.8493e+16,297.26,0.00040423,0.115,0.06875,0
266.18,-9.5683,0.21099,295,250,0,0,25,24.533,3.8981e-16,0,0,0,0,0,0,0,0,0,0,0,0.00078203,0.00083471,1.8772e-06,-1.4772e-08,-2.2622e-07,1.7318e-06,-6.2252e-08,1.3759e-09,297.17,0,0,6.63e-09,6.5061e-09,1e+17,9.8132e+16,297.17,0.00040262,0.115,0.069,0
266.54,-9.8567,0.16798,295,250,0,0,18,24.511,3.5121e-16,0,0,0,0,0,0,0,0,0,0,0,0.00048636,0.00083471,1.2665e-06,2.1705e-08,-8.8696e-08,1.7326e-06,-6.4072e-08,1.0932e-09,297.22,0,0,4.7736e-09,6.5003e-09,7.2e+16,9.8044e+16,297.22,0.00040233,0.115,0.06925,0
266.91,-9.7632,0.07191,295,250,0,0,18,24.543,3.1744e-16,0,0,0,0,0,0,0,0,0,0,0,0.00069926,0.00083723,1.6831e-06,7.8747e-08,-1.9911e-07,1.7373e-06,-6.3547e-08,4.6685e-10,297.6,0,0,4.7736e-09,6.5089e-09,7.2e+16,9.8174e+16,297.6,0.00040338,0.115,0.0695,0
267,-9.9175,-0.04928,295,250,0,0,24.5,24.551,3.4546e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010858,0.00083758,2.3664e-06,1.3875e-07,-1.4237e-07,1.7385e-06,-6.4573e-08,-3.2118e-10,297.55,0,0,6.4974e-09,6.511e-09,9.8e+16,9.8206e+16,297.55,0.00040345,0.115,0.06975,0
266.44,-10.442,0.031688,295,250,0,0,27.5,24.588,3.7172e-16,0,0,0,0,0,0,0,0,0,0,0,0.001056,0.00083976,2.1348e-06,-2.1934e-07,3.9557e-08,1.7374e-06,-6.8089e-08,2.0505e-10,298.48,0,0,7.293e-09,6.5206e-09,1.1e+17,9.835e+16,298.48,0.0004053,0.115,0.07,0
266.26,-10.318,0.30051,295,250,0,0,22.5,24.707,3.4406e-16,0,0,0,0,0,0,0,0,0,0,0,0.00082374,0.00084347,1.5708e-06,-5.7209e-07,1.2556e-07,1.7446e-06,-6.7604e-08,1.9776e-09,298.47,0,0,5.967e-09,6.5523e-09,9e+16,9.8828e+16,298.47,0.00040725,0.115,0.07025,0
266.52,-10.308,0.15031,295,250,0,0,20,24.687,3.3233e-16,0,0,0,0,0,0,0,0,0,0,0,0.00068326,0.00084126,1.3832e-06,-1.3841e-07,1.8051e-08,1.7449e-06,-6.7484e-08,9.9864e-10,297.49,0,0,5.304e-09,6.5471e-09,8e+16,9.8749e+16,297.49,0.00040559,0.115,0.0705,0
266.78,-10.449,-0.40174,295,250,0,0,17.5,24.577,3.1139e-16,0,0,0,0,0,0,0,0,0,0,0,0.00045527,0.00083779,9.2274e-07,3.0381e-07,-1.3933e-07,1.7388e-06,-6.8108e-08,-2.6185e-09,297.4,0,0,4.641e-09,6.5179e-09,7e+16,9.8309e+16,297.4,0.00040366,0.115,0.07075,0
266.68,-10.276,-0.70915,295,250,0,0,18.5,24.582,3.0032e-16,0,0,0,0,0,0,0,0,0,0,0,0.00046522,0.00083759,9.4671e-07,1.2347e-07,-8.0679e-08,1.7385e-06,-6.699e-08,-4.6244e-09,297.31,0,0,4.9062e-09,6.5191e-09,7.4e+16,9.8327e+16,297.31,0.00040361,0.115,0.071,0
266.73,-9.9096,-0.41236,295,250,0,0,21.5,24.628,3.0527e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080736,0.00083964,1.7396e-06,1.3933e-07,1.4133e-08,1.7421e-06,-6.472e-08,-2.6884e-09,297.52,0,0,5.7018e-09,6.5312e-09,8.6e+16,9.851e+16,297.52,0.00040466,0.115,0.07125,0
266.89,-10.041,0.11473,295,250,0,0,26.5,24.642,3.3121e-16,0,0,0,0,0,0,0,0,0,0,0,0.001121,0.00084096,2.3765e-06,1.4199e-07,2.3736e-07,1.7441e-06,-6.5616e-08,7.5009e-10,297.79,0,0,7.0278e-09,6.5349e-09,1.06e+17,9.8566e+16,297.79,0.00040526,0.115,0.0715,0
267.06,-10.626,-0.042434,295,250,0,0,32.5,24.631,3.2218e-16,0,0,0,0,0,0,0,0,0,0,0,0.0012699,0.00084063,2.6081e-06,-2.1225e-08,1.0272e-07,1.7444e-06,-6.9409e-08,-2.7727e-10,297.65,0,0,8.619e-09,6.5321e-09,1.3e+17,9.8523e+16,297.65,0.00040489,0.115,0.07175,0
266.77,-10.79,0.061626,295,250,0,0,30,24.654,2.7878e-16,0,0,0,0,0,0,0,0,0,0,0,0.0011987,0.00084171,2.3949e-06,4.0121e-08,1.7943e-07,1.7442e-06,-7.0545e-08,4.0379e-10,298.03,0,0,7.956e-09,6.5383e-09,1.2e+17,9.8616e+16,298.03,0.00040578,0.115,0.072,0
266.89,-10.349,-0.24625,295,250,0,0,26.5,24.682,3.3758e-16,0,0,0,0,0,0,0,0,0,0,0,0.001008,0.00084233,2.1141e-06,8.7518e-09,2.5575e-07,1.747e-06,-6.7738e-08,-1.6131e-09,297.78,0,0,7.0278e-09,6.5457e-09,1.06e+17,9.8729e+16,297.78,0.0004059,0.115,0.07225,0
267.14,-9.9925,0.13841,295,250,0,0,24.5,24.645,3.8722e-16,0,0,0,0,0,0,0,0,0,0,0,0.00083976,0.00084032,1.8502e-06,-1.4795e-07,-1.4894e-07,1.746e-06,-6.531e-08,8.9402e-10,297.2,0,0,6.4974e-09,6.536e-09,9.8e+16,9.8582e+16,297.2,0.00040451,0.115,0.0725,0
267.31,-10.339,0.551,295,250,0,0,21,24.612,3.3612e-16,0,0,0,0,0,0,0,0,0,0,0,0.00072184,0.00084004,1.4303e-06,-1.9009e-07,-4.0754e-07,1.7447e-06,-6.7481e-08,3.5949e-09,297.48,0,0,5.5692e-09,6.527e-09,8.4e+16,9.8446e+16,297.48,0.00040433,0.115,0.07275,0
267.36,-10.541,-0.19376,295,250,0,0,18.5,24.572,3.1988e-16,0,0,0,0,0,0,0,0,0,0,0,0.00063703,0.00083989,1.2419e-06,5.1183e-09,-2.5023e-07,1.7422e-06,-6.8689e-08,-1.2586e-09,298.02,0,0,4.9062e-09,6.5165e-09,7.4e+16,9.8287e+16,298.02,0.00040442,0.115,0.073,0
266.84,-10.368,-0.61212,295,250,0,0,22.5,24.538,3.4571e-16,0,0,0,0,0,0,0,0,0,0,0,0.0007593,0.00083839,1.8285e-06,-4.7797e-07,5.8332e-08,1.7365e-06,-6.7467e-08,-3.9839e-09,298.3,0,0,5.967e-09,6.5074e-09,9e+16,9.8151e+16,298.3,0.00040424,0.115,0.07325,0
266.73,-10.441,-0.50628,295,250,0,0,28,24.582,3.7655e-16,0,0,0,0,0,0,0,0,0,0,0,0.00087764,0.00083919,1.9257e-06,-8.1711e-07,2.557e-07,1.7388e-06,-6.807e-08,-3.2989e-09,298.05,0,0,7.4256e-09,6.5192e-09,1.12e+17,9.8329e+16,298.05,0.00040462,0.115,0.0735,0
267.04,-10.685,0.051293,295,250,0,0,31,24.553,4.0341e-16,0,0,0,0,0,0,0,0,0,0,0,0.00081807,0.00083875,1.8335e-06,-1.1197e-07,-1.3457e-09,1.7389e-06,-6.9576e-08,3.2925e-10,298.04,0,0,8.2212e-09,6.5115e-09,1.24e+17,9.8213e+16,298.04,0.00040414,0.115,0.07375,0
267.43,-10.736,0.031156,295,250,0,0,28,24.514,3.8322e-16,0,0,0,0,0,0,0,0,0,0,0,0.00081608,0.00083806,1.8044e-06,1.5737e-07,1.4232e-07,1.7386e-06,-6.9794e-08,2.0109e-10,298.03,0,0,7.4256e-09,6.5011e-09,1.12e+17,9.8056e+16,298.03,0.00040347,0.115,0.074,0
267.81,-11.02,0.082067,295,250,0,0,23.5,24.577,3.2824e-16,0,0,0,0,0,0,0,0,0,0,0,0.0007978,0.00083968,1.5935e-06,6.9124e-09,3.9856e-07,1.7455e-06,-7.183e-08,5.3976e-10,297.44,0,0,6.2322e-09,6.5177e-09,9.4e+16,9.8306e+16,297.44,0.0004037,0.115,0.07425,0
268.06,-11.116,0.379,295,250,0,0,24.5,24.594,3.2352e-16,0,0,0,0,0,0,0,0,0,0,0,0.00068388,0.00084065,1.6591e-06,9.0512e-08,1.3048e-07,1.7484e-06,-7.2503e-08,2.4727e-09,297.4,0,0,6.4974e-09,6.5224e-09,9.8e+16,9.8377e+16,297.4,0.00040394,0.115,0.0745,0
267.96,-10.778,0.25295,295,250,0,0,19,24.589,3.2426e-16,0,0,0,0,0,0,0,0,0,0,0,0.00061565,0.00084122,1.4059e-06,9.9435e-08,1.6556e-08,1.7473e-06,-7.0284e-08,1.6493e-09,297.87,0,0,5.0388e-09,6.521e-09,7.6e+16,9.8355e+16,297.87,0.00040449,0.115,0.07475,0
267.3,-10.542,-0.023692,295,250,0,0,15.5,24.581,3.3391e-16,0,0,0,0,0,0,0,0,0,0,0,0.00062066,0.00083939,9.472e-07,-5.596e-08,-1.2416e-07,1.7426e-06,-6.8722e-08,-1.5242e-10,297.66,0,0,4.1106e-09,6.519e-09,6.2e+16,9.8325e+16,297.66,0.00040409,0.115,0.075,0
266.84,-10.754,-0.54192,295,250,0,0,18.5,24.58,3.5153e-16,0,0,0,0,0,0,0,0,0,0,0,0.00067457,0.00083788,1.0924e-06,-4.1779e-08,5.3682e-08,1.7394e-06,-7.0101e-08,-3.5345e-09,297.35,0,0,4.9062e-09,6.5185e-09,7.4e+16,9.8318e+16,297.35,0.00040363,0.115,0.07525,0
266.67,-10.769,-0.14088,295,250,0,0,19.5,24.651,3.2931e-16,0,0,0,0,0,0,0,0,0,0,0,0.00065253,0.00084047,1.4914e-06,-9.0501e-08,5.9468e-08,1.7434e-06,-7.0396e-08,-9.1342e-10,297.56,0,0,5.1714e-09,6.5375e-09,7.8e+16,9.8605e+16,297.56,0.00040509,0.115,0.0755,0
266.43,-10.447,0.14464,295,250,0,0,22.5,24.643,3.1855e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080053,0.00083979,1.812e-06,-5.0371e-08,1.9365e-07,1.7412e-06,-6.8272e-08,9.5045e-10,297.58,0,0,5.967e-09,6.5353e-09,9e+16,9.8572e+16,297.58,0.00040498,0.115,0.07575,0
266.76,-10.325,0.41616,295,250,0,0,25,24.621,3.1251e-16,0,0,0,0,0,0,0,0,0,0,0,0.00094088,0.00083906,2.1694e-06,8.4759e-08,2.1774e-07,1.7418e-06,-6.7416e-08,2.7224e-09,297.31,0,0,6.63e-09,6.5295e-09,1e+17,9.8485e+16,297.31,0.00040426,0.115,0.076,0
267.14,-10.132,0.43724,295,250,0,0,24,24.597,3.191e-16,0,0,0,0,0,0,0,0,0,0,0,0.00088696,0.00083942,1.8461e-06,5.1754e-08,-1.1713e-07,1.7426e-06,-6.6094e-08,2.8612e-09,297.58,0,0,6.3648e-09,6.523e-09,9.6e+16,9.8386e+16,297.58,0.00040422,0.115,0.07625,0
267.39,-9.8983,-0.02886,295,250,0,0,24,24.57,3.467e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080005,0.00083942,1.5717e-06,9.9047e-08,-1.4242e-07,1.7422e-06,-6.4495e-08,-1.8685e-10,297.83,0,0,6.3648e-09,6.5158e-09,9.6e+16,9.8278e+16,297.83,0.00040411,0.115,0.0765,0
268.24,-9.6853,0.19317,295,250,0,0,26.5,24.608,3.5028e-16,0,0,0,0,0,0,0,0,0,0,0,0.0008726,0.00084205,1.9246e-06,-1.5498e-07,-1.6692e-07,1.7506e-06,-6.3207e-08,1.2608e-09,297.74,0,0,7.0278e-09,6.5261e-09,1.06e+17,9.8433e+16,297.74,0.00040464,0.115,0.07675,0
268.39,-9.7942,-0.032497,295,250,0,0,26.5,24.609,3.2576e-16,0,0,0,0,0,0,0,0,0,0,0,0.00091198,0.00084183,2.1181e-06,-4.2688e-07,-4.4884e-07,1.7516e-06,-6.3919e-08,-2.1125e-10,297.5,0,0,7.0278e-09,6.5263e-09,1.06e+17,9.8435e+16,297.5,0.00040431,0.115,0.077,0
267.76,-10.1,-0.28168,295,250,0,0,24,24.579,3.566e-16,0,0,0,0,0,0,0,0,0,0,0,0.00072422,0.00083959,1.8002e-06,-1.0559e-07,-2.904e-07,1.7454e-06,-6.5831e-08,-1.8362e-09,297.43,0,0,6.3648e-09,6.5183e-09,9.6e+16,9.8315e+16,297.43,0.00040372,0.115,0.07725,0
267.37,-9.9964,-0.10497,295,250,0,0,25.5,24.554,3.8264e-16,0,0,0,0,0,0,0,0,0,0,0,0.00081654,0.0008384,1.8157e-06,-4.067e-07,6.2052e-08,1.7411e-06,-6.5095e-08,-6.8374e-10,297.59,0,0,6.7626e-09,6.5118e-09,1.02e+17,9.8217e+16,297.59,0.00040355,0.115,0.0775,0
267.03,-9.3167,0.081254,295,250,0,0,29,24.644,3.3197e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010089,0.00084073,2.0443e-06,-6.9159e-07,-3.5382e-08,1.7452e-06,-6.0878e-08,5.3201e-10,297.55,0,0,7.6908e-09,6.5355e-09,1.16e+17,9.8575e+16,297.55,0.00040496,0.115,0.07775,0
267.45,-9.0851,0.37772,295,250,0,0,29,24.728,2.6287e-16,0,0,0,0,0,0,0,0,0,0,0,0.00097928,0.00084459,2.1351e-06,-9.8048e-09,6.109e-08,1.7539e-06,-5.958e-08,2.4764e-09,297.67,0,0,7.6908e-09,6.558e-09,1.16e+17,9.8914e+16,297.67,0.00040651,0.115,0.078,0
267.78,-9.803,-0.15428,295,250,0,0,26,24.644,2.7513e-16,0,0,0,0,0,0,0,0,0,0,0,0.0008953,0.00084283,2.0873e-06,2.5372e-07,2.4391e-07,1.7501e-06,-6.4059e-08,-9.9284e-10,297.91,0,0,6.8952e-09,6.5357e-09,1.04e+17,9.8577e+16,297.91,0.00040546,0.115,0.07825,0
267.55,-10.556,-0.40768,295,250,0,0,29.5,24.582,3.2419e-16,0,0,0,0,0,0,0,0,0,0,0,0.0011303,0.00084084,2.1718e-06,-7.0883e-08,-9.052e-08,1.7442e-06,-6.8817e-08,-2.6561e-09,298.16,0,0,7.8234e-09,6.5191e-09,1.18e+17,9.8328e+16,298.16,0.00040476,0.115,0.0785,0
267.58,-10.447,0.15683,295,250,0,0,26.5,24.563,3.4529e-16,0,0,0,0,0,0,0,0,0,0,0,0.00096488,0.00084064,1.9432e-06,-1.6496e-07,-1.7051e-08,1.743e-06,-6.8058e-08,1.0214e-09,298.36,0,0,7.0278e-09,6.5141e-09,1.06e+17,9.8252e+16,298.36,0.00040472,0.115,0.07875,0
267.66,-10.144,-0.20482,295,250,0,0,24,24.538,3.1452e-16,0,0,0,0,0,0,0,0,0,0,0,0.00071247,0.00083965,1.5956e-06,-6.9362e-08,3.788e-07,1.7418e-06,-6.6012e-08,-1.3334e-09,298.23,0,0,6.3648e-09,6.5075e-09,9.6e+16,9.8152e+16,298.23,0.00040414,0.115,0.079,0
267.51,-10.345,-0.24886,295,250,0,0,22,24.546,3.0458e-16,0,0,0,0,0,0,0,0,0,0,0,0.00067585,0.00083961,1.4925e-06,4.9295e-08,1.7794e-07,1.7414e-06,-6.7344e-08,-1.6197e-09,298.19,0,0,5.8344e-09,6.5097e-09,8.8e+16,9.8185e+16,298.19,0.00040423,0.115,0.07925,0
267.69,-10.374,-0.21071,295,250,0,0,19,24.537,3.693e-16,0,0,0,0,0,0,0,0,0,0,0,0.00071095,0.00083924,1.4069e-06,-8.6287e-08,-3.2706e-07,1.7419e-06,-6.7505e-08,-1.3702e-09,298,0,0,5.0388e-09,6.5073e-09,7.6e+16,9.815e+16,298,0.00040383,0.115,0.0795,0
267.85,-10.314,-0.48482,295,250,0,0,23,24.563,3.7993e-16,0,0,0,0,0,0,0,0,0,0,0,0.00082998,0.00084004,1.7497e-06,-1.6879e-07,-3.2662e-07,1.7448e-06,-6.7187e-08,-3.1579e-09,297.82,0,0,6.0996e-09,6.5141e-09,9.2e+16,9.8253e+16,297.82,0.00040401,0.115,0.07975,0
